Class,no of chars,No of capitalised words,No of words with all caps,Single digits,more than one Digits,single letters,only letters,letters and numbers,single chars,Ratio to upper to lower chars,Ratio of upper to all chars,Ratio of Digits to all chars,Ration of non alphanumeric to all chars,Count of max repeating char,max of character lengths,minimum char diversity
0,14,2,1,0,0,0,2,0,0,0.5714285714285714,0.2857142857142857,0.0,0.21428571428571427,1,6,1.5
0,26,5,1,0,0,0,2,0,0,0.8,0.3076923076923077,0.0,0.3076923076923077,1,7,2.0
0,17,2,0,0,0,0,1,0,0,0.15384615384615385,0.11764705882352941,0.0,0.11764705882352941,1,13,1.1538461538461537
0,41,4,2,0,0,0,4,0,1,0.42105263157894735,0.1951219512195122,0.04878048780487805,0.2926829268292683,2,6,2.6666666666666665
0,29,5,1,0,0,0,2,0,0,0.75,0.3103448275862069,0.0,0.27586206896551724,2,7,2.0
0,21,2,0,0,0,0,4,0,0,0.14285714285714285,0.09523809523809523,0.0,0.23809523809523808,1,4,2.25
0,17,2,0,0,0,0,1,0,0,0.15384615384615385,0.11764705882352941,0.0,0.11764705882352941,1,13,1.1538461538461537
0,21,2,0,0,0,0,4,0,0,0.14285714285714285,0.09523809523809523,0.0,0.23809523809523808,1,4,2.25
0,17,2,0,0,0,0,1,0,0,0.15384615384615385,0.11764705882352941,0.0,0.11764705882352941,1,13,1.1538461538461537
0,17,2,0,0,0,0,1,0,0,0.15384615384615385,0.11764705882352941,0.0,0.11764705882352941,1,13,1.1538461538461537
0,39,2,0,0,0,0,4,0,0,0.0625,0.05128205128205128,0.0,0.1282051282051282,1,9,1.5555555555555556
0,41,4,1,0,0,0,4,0,1,0.35,0.17073170731707318,0.04878048780487805,0.2926829268292683,2,6,2.6666666666666665
0,17,2,0,0,0,0,1,0,0,0.15384615384615385,0.11764705882352941,0.0,0.11764705882352941,1,13,1.1538461538461537
0,17,2,0,0,0,0,1,0,0,0.15384615384615385,0.11764705882352941,0.0,0.11764705882352941,1,13,1.1538461538461537
0,17,2,0,0,0,0,1,0,0,0.15384615384615385,0.11764705882352941,0.0,0.11764705882352941,1,13,1.1538461538461537
0,23,1,1,0,0,0,4,0,1,0.2,0.13043478260869565,0.0,0.21739130434782608,2,7,1.7142857142857144
0,27,2,1,0,0,0,3,0,0,0.3333333333333333,0.18518518518518517,0.0,0.25925925925925924,1,8,1.625
0,30,2,1,0,0,0,3,0,0,0.2777777777777778,0.16666666666666666,0.0,0.23333333333333334,1,7,1.8333333333333335
0,44,3,0,0,0,0,4,0,0,0.09375,0.06818181818181818,0.0,0.20454545454545456,1,10,1.9
0,29,3,0,0,0,0,2,0,0,0.13043478260869565,0.10344827586206896,0.0,0.10344827586206896,1,13,1.2307692307692308
0,32,5,1,0,0,0,1,0,0,0.5833333333333334,0.21875,0.0,0.40625,2,8,2.375
0,49,2,1,0,0,1,8,0,1,0.15625,0.10204081632653061,0.0,0.24489795918367346,2,9,2.333333333333333
0,53,3,1,0,0,1,8,0,1,0.18181818181818182,0.11320754716981132,0.0,0.2641509433962264,2,9,2.5555555555555554
0,45,2,1,0,0,0,3,0,0,0.1724137931034483,0.1111111111111111,0.0,0.24444444444444444,3,13,1.6153846153846154
0,30,2,1,0,0,0,3,0,0,0.2777777777777778,0.16666666666666666,0.0,0.23333333333333334,1,7,1.8333333333333335
0,25,0,0,0,0,0,6,0,0,0.0,0.0,0.0,0.2,1,6,1.8333333333333335
0,40,4,0,0,0,0,3,0,0,0.15384615384615385,0.1,0.0,0.25,4,11,1.7272727272727273
0,30,4,1,0,0,0,4,0,0,0.3333333333333333,0.2,0.0,0.2,2,7,1.7999999999999998
0,56,4,0,0,0,0,3,1,0,0.17647058823529413,0.10714285714285714,0.017857142857142856,0.26785714285714285,2,13,1.923076923076923
0,27,2,1,0,0,0,3,0,0,0.3333333333333333,0.18518518518518517,0.0,0.25925925925925924,1,8,1.625
0,27,2,1,0,0,0,3,0,0,0.3333333333333333,0.18518518518518517,0.0,0.25925925925925924,1,8,1.625
0,90,4,1,0,0,0,13,0,0,0.07575757575757576,0.05555555555555555,0.0,0.2111111111111111,2,9,3.111111111111111
0,38,3,0,0,0,0,2,0,0,0.11538461538461539,0.07894736842105263,0.0,0.23684210526315788,2,13,1.4615384615384615
0,38,3,0,0,0,0,2,0,0,0.11538461538461539,0.07894736842105263,0.0,0.23684210526315788,2,13,1.4615384615384615
0,94,5,1,0,0,0,13,0,0,0.08955223880597014,0.06382978723404255,0.0,0.22340425531914893,2,9,3.3333333333333335
0,35,2,0,0,0,0,2,0,0,0.11764705882352941,0.05714285714285714,0.22857142857142856,0.22857142857142856,2,10,1.6
0,33,2,0,0,0,0,2,0,0,0.13333333333333333,0.06060606060606061,0.24242424242424243,0.24242424242424243,2,10,1.6
0,14,1,0,0,0,0,0,0,0,0.1111111111111111,0.07142857142857142,0.0,0.2857142857142857,1,10,1.2000000000000002
0,94,5,1,0,0,0,13,0,0,0.08955223880597014,0.06382978723404255,0.0,0.22340425531914893,2,9,3.3333333333333335
0,13,3,1,0,0,0,3,0,0,0.8333333333333334,0.38461538461538464,0.0,0.15384615384615385,1,4,1.5
0,17,4,1,0,0,0,3,0,0,0.8571428571428571,0.35294117647058826,0.0,0.23529411764705882,1,4,2.0
0,19,2,1,0,0,0,1,0,0,2.0,0.21052631578947367,0.42105263157894735,0.2631578947368421,2,10,1.3
0,12,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0.16666666666666666,1,4,1.5
0,17,4,1,0,0,0,3,0,0,0.8571428571428571,0.35294117647058826,0.0,0.23529411764705882,1,4,2.0
0,38,1,0,0,0,0,5,0,0,0.037037037037037035,0.02631578947368421,0.05263157894736842,0.21052631578947367,2,13,1.6153846153846154
0,80,4,0,0,0,0,10,0,0,0.06349206349206349,0.05,0.0,0.1625,2,9,2.4444444444444446
0,9,1,0,0,0,0,0,0,0,0.14285714285714285,0.1111111111111111,0.0,0.1111111111111111,1,9,1.0
0,52,1,1,0,0,0,6,0,0,0.07142857142857142,0.057692307692307696,0.0,0.1346153846153846,1,11,1.5454545454545454
0,21,2,0,0,0,0,4,0,0,0.14285714285714285,0.09523809523809523,0.0,0.23809523809523808,1,4,2.25
0,17,2,0,0,0,0,1,0,0,0.15384615384615385,0.11764705882352941,0.0,0.11764705882352941,1,13,1.1538461538461537
0,21,2,0,0,0,0,4,0,0,0.14285714285714285,0.09523809523809523,0.0,0.23809523809523808,1,4,2.25
0,21,2,0,0,0,0,4,0,0,0.14285714285714285,0.09523809523809523,0.0,0.23809523809523808,1,4,2.25
0,24,1,1,0,0,1,6,0,0,0.1875,0.125,0.0,0.20833333333333334,1,6,1.8333333333333335
0,21,2,0,0,0,0,4,0,0,0.14285714285714285,0.09523809523809523,0.0,0.23809523809523808,1,4,2.25
0,34,2,1,0,0,1,6,0,0,0.2,0.11764705882352941,0.0,0.29411764705882354,1,6,2.6
0,48,5,0,0,0,0,6,0,0,0.21428571428571427,0.125,0.0,0.2916666666666667,5,12,1.75
0,52,6,0,0,0,0,6,0,0,0.2413793103448276,0.1346153846153846,0.0,0.3076923076923077,5,12,1.9166666666666665
0,23,2,0,0,0,0,4,0,0,0.125,0.08695652173913043,0.0,0.21739130434782608,2,7,1.7142857142857144
0,26,1,1,0,0,0,4,0,0,0.05,0.038461538461538464,0.0,0.19230769230769232,2,7,1.7142857142857144
0,23,2,1,0,0,0,4,0,0,0.2,0.13043478260869565,0.0,0.21739130434782608,2,7,1.7142857142857144
0,23,2,0,0,0,0,4,0,0,0.125,0.08695652173913043,0.0,0.21739130434782608,2,7,1.7142857142857144
0,23,2,1,0,0,0,4,0,0,0.2,0.13043478260869565,0.0,0.21739130434782608,2,7,1.7142857142857144
0,27,3,1,0,0,0,2,0,0,0.46153846153846156,0.2222222222222222,0.0,0.2962962962962963,1,7,2.0
0,23,2,1,0,0,0,4,0,0,0.2,0.13043478260869565,0.0,0.21739130434782608,2,7,1.7142857142857144
0,55,3,2,0,0,1,8,0,0,0.16216216216216217,0.10909090909090909,0.0,0.21818181818181817,2,12,2.0
0,23,2,1,0,0,0,4,0,0,0.2,0.13043478260869565,0.0,0.21739130434782608,2,7,1.7142857142857144
0,25,2,2,0,0,0,2,0,0,0.5,0.28,0.0,0.16,1,14,1.2857142857142856
0,42,7,1,0,0,0,4,0,0,0.45454545454545453,0.23809523809523808,0.0,0.23809523809523808,1,8,2.25
0,34,4,2,0,0,0,5,0,0,1.0769230769230769,0.4117647058823529,0.0,0.20588235294117646,1,6,1.8333333333333335
0,38,5,3,0,0,0,5,0,0,1.2307692307692308,0.42105263157894735,0.0,0.23684210526315788,1,6,2.1666666666666665
0,34,2,1,0,0,0,4,0,0,0.21739130434782608,0.14705882352941177,0.0,0.17647058823529413,1,10,1.6
0,38,3,1,0,0,0,5,0,0,0.2608695652173913,0.15789473684210525,0.0,0.23684210526315788,1,6,2.1666666666666665
0,38,3,1,0,0,0,4,0,0,0.25,0.15789473684210525,0.0,0.21052631578947367,1,10,1.8
0,38,3,1,0,0,0,4,0,0,0.25,0.15789473684210525,0.0,0.21052631578947367,1,10,1.8
0,38,3,1,0,0,0,5,0,0,0.2608695652173913,0.15789473684210525,0.0,0.23684210526315788,1,6,2.1666666666666665
0,34,4,1,0,0,0,3,0,0,0.3888888888888889,0.20588235294117646,0.0,0.2647058823529412,3,10,1.6
0,40,3,2,0,0,1,6,0,0,0.38095238095238093,0.2,0.0,0.275,2,9,2.2222222222222223
0,21,3,2,0,0,0,1,0,0,1.4,0.3333333333333333,0.09523809523809523,0.3333333333333333,1,6,1.8333333333333335
0,27,1,1,0,0,0,3,0,0,0.25,0.14814814814814814,0.0,0.25925925925925924,2,9,1.7777777777777777
0,44,4,2,0,0,0,5,0,0,0.6190476190476191,0.29545454545454547,0.0,0.22727272727272727,3,8,2.125
0,35,2,1,0,0,0,4,0,0,0.17391304347826086,0.11428571428571428,0.0,0.22857142857142856,2,10,1.6
0,29,3,3,0,0,0,2,0,0,0.6428571428571429,0.3103448275862069,0.0,0.20689655172413793,1,14,1.4285714285714286
0,51,5,2,0,0,0,5,0,0,0.2903225806451613,0.17647058823529413,0.0,0.21568627450980393,1,11,2.0
0,36,1,1,0,0,0,4,0,0,0.15384615384615385,0.1111111111111111,0.0,0.16666666666666666,1,9,1.6666666666666665
0,27,2,1,0,0,0,2,0,0,0.3125,0.18518518518518517,0.0,0.2222222222222222,1,12,1.5
0,27,2,1,0,0,0,2,0,0,0.3125,0.18518518518518517,0.0,0.2222222222222222,1,12,1.5
0,56,3,1,0,0,0,6,0,0,0.15,0.10714285714285714,0.0,0.17857142857142858,2,11,1.9090909090909092
0,61,3,2,0,0,0,6,0,1,0.2,0.13114754098360656,0.0,0.21311475409836064,1,18,1.6111111111111112
0,65,4,2,0,0,0,6,0,1,0.21951219512195122,0.13846153846153847,0.0,0.23076923076923078,1,18,1.7222222222222223
0,34,2,1,0,0,0,4,0,0,0.23809523809523808,0.14705882352941177,0.0,0.23529411764705882,1,6,2.0
0,56,3,1,0,0,0,6,0,0,0.15,0.10714285714285714,0.0,0.17857142857142858,2,11,1.9090909090909092
0,48,2,1,0,0,0,5,0,0,0.15625,0.10416666666666667,0.0,0.22916666666666666,1,6,2.5
0,34,2,1,0,0,0,4,0,0,0.23809523809523808,0.14705882352941177,0.0,0.23529411764705882,1,6,2.0
0,39,3,0,0,0,0,2,0,0,0.13793103448275862,0.10256410256410256,0.0,0.15384615384615385,4,14,1.3636363636363638
0,43,4,0,0,0,0,2,0,0,0.16666666666666666,0.11627906976744186,0.0,0.18604651162790697,4,14,1.5454545454545454
0,24,2,1,0,0,0,3,0,0,0.35714285714285715,0.20833333333333334,0.0,0.20833333333333334,4,11,1.2727272727272727
0,49,6,1,0,0,1,8,0,0,0.18181818181818182,0.12244897959183673,0.0,0.20408163265306123,4,11,1.7272727272727273
0,43,4,0,0,0,0,2,0,0,0.16666666666666666,0.11627906976744186,0.0,0.18604651162790697,4,14,1.5454545454545454
0,50,2,0,0,0,0,6,0,0,0.05,0.04,0.0,0.16,4,11,1.5454545454545454
0,29,2,0,0,0,0,0,0,0,0.21052631578947367,0.13793103448275862,0.0,0.20689655172413793,4,13,1.3636363636363638
0,32,2,0,0,0,0,3,0,0,0.08695652173913043,0.0625,0.0,0.21875,4,11,1.4545454545454546
0,51,4,0,0,0,0,5,0,0,0.11764705882352941,0.0784313725490196,0.0,0.2549019607843137,4,11,2.0
0,51,4,0,0,0,0,5,0,0,0.11764705882352941,0.0784313725490196,0.0,0.2549019607843137,4,11,2.0
0,11,2,0,0,0,0,0,0,0,0.3333333333333333,0.18181818181818182,0.0,0.2727272727272727,2,7,1.2857142857142858
0,36,2,0,0,0,0,2,0,0,0.07142857142857142,0.05555555555555555,0.0,0.16666666666666666,4,12,1.3636363636363638
0,44,2,0,0,0,0,1,1,0,0.06896551724137931,0.045454545454545456,0.022727272727272728,0.2727272727272727,2,13,1.6923076923076923
0,40,3,0,0,0,0,2,0,0,0.10344827586206896,0.075,0.0,0.2,4,12,1.5454545454545454
0,51,4,0,0,0,0,5,0,0,0.11764705882352941,0.0784313725490196,0.0,0.2549019607843137,4,11,2.0
0,28,2,1,0,0,0,3,0,0,0.15789473684210525,0.10714285714285714,0.0,0.21428571428571427,1,11,1.5454545454545454
0,35,2,0,0,0,0,2,0,0,0.11764705882352941,0.05714285714285714,0.22857142857142856,0.22857142857142856,2,10,1.6
0,33,2,0,0,0,0,2,0,0,0.13333333333333333,0.06060606060606061,0.24242424242424243,0.24242424242424243,2,10,1.6
0,58,3,0,0,0,0,8,0,0,0.06976744186046512,0.05172413793103448,0.0,0.20689655172413793,4,11,1.9090909090909092
0,36,4,0,0,0,0,3,0,0,0.16,0.1111111111111111,0.0,0.19444444444444445,4,11,1.4545454545454546
0,33,4,1,0,0,0,3,0,0,0.3333333333333333,0.18181818181818182,0.0,0.2727272727272727,4,11,1.6363636363636365
0,51,4,0,0,0,0,5,0,0,0.11764705882352941,0.0784313725490196,0.0,0.2549019607843137,4,11,2.0
0,51,4,0,0,0,0,5,0,0,0.11764705882352941,0.0784313725490196,0.0,0.2549019607843137,4,11,2.0
0,34,0,0,0,0,0,6,0,0,0.0,0.0,0.0,0.14705882352941177,2,6,1.8333333333333335
0,38,1,0,0,0,0,6,0,0,0.03333333333333333,0.02631578947368421,0.0,0.18421052631578946,2,6,2.166666666666667
0,24,1,0,0,0,0,2,1,0,0.06666666666666667,0.041666666666666664,0.041666666666666664,0.2916666666666667,2,6,2.0
0,19,1,0,0,0,1,5,0,0,0.07142857142857142,0.05263157894736842,0.0,0.21052631578947367,1,5,1.8
0,38,6,2,0,0,0,6,0,0,0.32,0.21052631578947367,0.0,0.13157894736842105,1,12,1.4166666666666667
0,25,2,1,0,0,1,5,0,0,0.11764705882352941,0.08,0.0,0.24,1,6,2.0
0,36,1,0,0,0,0,5,0,0,0.034482758620689655,0.027777777777777776,0.0,0.16666666666666666,2,11,1.4545454545454546
0,23,1,0,0,0,0,3,0,0,0.05,0.043478260869565216,0.0,0.08695652173913043,2,9,1.2222222222222223
0,49,2,0,0,1,0,8,0,0,0.06666666666666667,0.04081632653061224,0.14285714285714285,0.20408163265306123,2,8,2.25
0,32,2,0,0,0,0,3,0,0,0.07692307692307693,0.0625,0.0,0.125,2,9,1.4444444444444444
0,24,1,0,0,0,0,5,0,0,0.05263157894736842,0.041666666666666664,0.0,0.16666666666666666,1,5,1.8
0,32,1,0,0,0,0,5,0,0,0.037037037037037035,0.03125,0.0,0.125,1,10,1.4
0,55,2,0,0,1,0,8,0,0,0.046511627906976744,0.03636363636363636,0.03636363636363636,0.14545454545454545,1,11,1.7272727272727273
0,41,3,1,0,0,0,7,0,0,0.12903225806451613,0.0975609756097561,0.0,0.14634146341463414,1,10,1.6
0,36,1,0,0,0,0,6,0,0,0.03333333333333333,0.027777777777777776,0.0,0.1388888888888889,1,10,1.5
0,47,1,0,0,0,0,9,0,0,0.02631578947368421,0.02127659574468085,0.0,0.1702127659574468,1,9,1.8888888888888888
0,30,3,0,0,0,0,5,0,0,0.13043478260869565,0.1,0.0,0.13333333333333333,1,8,1.5
0,31,1,0,0,0,0,6,0,0,0.04,0.03225806451612903,0.0,0.16129032258064516,2,7,1.7142857142857144
0,33,1,0,0,0,0,5,0,0,0.03571428571428571,0.030303030303030304,0.0,0.12121212121212122,1,9,1.4444444444444444
0,43,2,0,0,0,1,8,0,0,0.058823529411764705,0.046511627906976744,0.0,0.16279069767441862,1,11,1.6363636363636362
0,26,1,0,0,0,1,3,0,0,0.05263157894736842,0.038461538461538464,0.0,0.23076923076923078,1,7,1.7142857142857142
0,29,4,3,1,0,0,6,0,0,0.8181818181818182,0.3103448275862069,0.034482758620689655,0.27586206896551724,1,5,2.6
0,68,2,1,0,0,0,8,0,0,0.09803921568627451,0.07352941176470588,0.0,0.17647058823529413,1,13,1.9230769230769231
0,68,2,1,0,0,0,8,0,0,0.09803921568627451,0.07352941176470588,0.0,0.17647058823529413,1,13,1.9230769230769231
0,26,2,0,0,0,0,0,0,0,0.1111111111111111,0.07692307692307693,0.0,0.23076923076923078,1,13,1.3846153846153846
0,42,1,0,0,0,0,5,0,0,0.029411764705882353,0.023809523809523808,0.0,0.16666666666666666,4,11,1.4545454545454546
0,35,2,0,0,0,0,4,0,0,0.07407407407407407,0.05714285714285714,0.0,0.17142857142857143,4,11,1.3636363636363638
0,26,3,1,0,0,0,3,0,0,0.5833333333333334,0.2692307692307692,0.0,0.2692307692307692,1,6,1.8333333333333335
0,30,1,0,0,0,0,3,0,0,0.041666666666666664,0.03333333333333333,0.0,0.16666666666666666,4,11,1.2727272727272727
0,38,1,0,0,0,0,5,0,0,0.03333333333333333,0.02631578947368421,0.0,0.18421052631578946,4,11,1.4545454545454546
0,62,3,1,0,0,0,8,0,0,0.17142857142857143,0.0967741935483871,0.06451612903225806,0.27419354838709675,1,7,3.1428571428571423
0,33,1,0,0,0,0,2,0,0,0.03571428571428571,0.030303030303030304,0.0,0.12121212121212122,4,15,1.1818181818181819
0,41,1,0,0,0,0,4,0,0,0.029411764705882353,0.024390243902439025,0.0,0.14634146341463414,4,11,1.3636363636363638
0,61,2,0,0,0,0,8,0,0,0.04081632653061224,0.03278688524590164,0.0,0.16393442622950818,4,11,1.7272727272727273
0,29,1,0,0,0,0,2,0,0,0.041666666666666664,0.034482758620689655,0.0,0.13793103448275862,4,11,1.1818181818181819
0,22,1,0,0,0,0,2,0,0,0.058823529411764705,0.045454545454545456,0.0,0.18181818181818182,4,11,1.1818181818181819
0,26,3,2,0,0,0,3,0,0,0.7272727272727273,0.3076923076923077,0.0,0.2692307692307692,1,6,1.8333333333333335
0,49,1,0,0,0,0,5,0,0,0.025,0.02040816326530612,0.0,0.16326530612244897,2,16,1.5
0,38,1,1,0,0,0,3,0,0,0.06896551724137931,0.05263157894736842,0.0,0.18421052631578946,4,11,1.4545454545454546
0,26,3,0,0,0,0,4,0,0,0.15,0.11538461538461539,0.0,0.11538461538461539,1,10,1.3
0,46,1,0,0,0,0,5,0,0,0.027777777777777776,0.021739130434782608,0.0,0.1956521739130435,4,11,1.6363636363636365
0,20,1,1,0,0,0,2,0,0,0.3333333333333333,0.2,0.0,0.2,1,8,1.3333333333333333
0,19,2,1,0,0,0,0,0,0,0.625,0.2631578947368421,0.0,0.3157894736842105,1,8,1.625
0,55,1,0,0,0,0,7,0,1,0.02702702702702703,0.01818181818181818,0.0,0.3090909090909091,4,11,2.3636363636363638
0,60,2,0,0,0,2,5,0,0,0.0425531914893617,0.03333333333333333,0.0,0.18333333333333332,4,16,1.625
0,31,2,0,0,0,0,3,0,0,0.09090909090909091,0.06451612903225806,0.0,0.22580645161290322,4,11,1.4545454545454546
0,27,3,0,0,0,0,2,0,0,0.16666666666666666,0.1111111111111111,0.0,0.2222222222222222,4,11,1.3636363636363638
0,31,2,1,0,0,0,3,0,0,0.14285714285714285,0.0967741935483871,0.0,0.22580645161290322,4,11,1.4545454545454546
0,61,2,0,0,1,0,5,0,0,0.0425531914893617,0.03278688524590164,0.03278688524590164,0.16393442622950818,4,11,1.7272727272727273
0,36,4,0,0,0,0,3,0,0,0.16,0.1111111111111111,0.0,0.19444444444444445,4,11,1.4545454545454546
0,21,1,0,0,0,0,1,0,0,0.06666666666666667,0.047619047619047616,0.0,0.23809523809523808,4,11,1.2727272727272727
0,40,2,0,0,0,0,3,0,0,0.06060606060606061,0.05,0.0,0.125,4,11,1.2727272727272727
0,38,1,0,0,0,0,1,0,0,0.03571428571428571,0.02631578947368421,0.0,0.23684210526315788,4,11,1.6363636363636365
0,55,3,0,0,0,1,6,0,0,0.075,0.05454545454545454,0.0,0.21818181818181817,4,11,1.9090909090909092
0,64,2,0,0,0,0,8,0,0,0.038461538461538464,0.03125,0.0,0.15625,4,11,1.7272727272727273
0,27,1,0,0,0,0,3,0,0,0.047619047619047616,0.037037037037037035,0.0,0.18518518518518517,4,11,1.2727272727272727
0,34,2,0,0,0,0,3,0,0,0.07407407407407407,0.058823529411764705,0.0,0.14705882352941177,4,11,1.2727272727272727
0,46,3,0,0,0,0,4,0,0,0.08571428571428572,0.06521739130434782,0.0,0.17391304347826086,4,11,1.5454545454545454
0,31,2,0,0,0,0,3,0,0,0.09090909090909091,0.06451612903225806,0.0,0.22580645161290322,4,11,1.4545454545454546
