Class,count of spam words,count of function words,count of HTML anchors,count of all tags,count of all tags not anchor,count of image tags,count of alphanumeric,count of duplicate words,min word length,count of lower case,longest capitalized word,count of lines,count of digits,count of whitespaces,count of uppercase chars,count of all chars,count of tabs,count of specials,count of alpha chars,count of words,average word lt,count of words whose lt is greater than 6,count of words whose lt is lesser than 3,count of single qoutes,count of commas,count of periods,count of semicolon,count of question marks,count of multiple question marks,count of exclamation,count of multiple exclamation,count of colons,count of ellipses,count of sentences,count of paras,avg number of sentences per para,avg no of words per para,avg no of chars per para,avg no of words per sentence,no of sentences beginning with caps,no of sentences beginning with lower,frequency of $,count of capitalized words,count of all caps,count of digit words,words with only letters,only single letter words,only single digit words,single chars,max ratio of uppercase letters to lowercase letters of each word.,Max of ratio of uppercase letters to all characters of each word,max ratio of digits to all chars in a word,Max of ratio of non-alphanumeric characters to all characters of each word,Max of the longest repeating character,Max of the character lengths of words,minimum char diversity
0,3,18,0,0,0,0,487,2,3,427,8,30,21,162,39,945,0,296,466,71,13.309859154929578,33,22,0,2,15,0,3,0,1,0,7,0,5,6,0.8333333333333334,11.833333333333334,157.5,14.2,1,2,0,15,4,0,38,1,0,1,0.09133489461358314,8.126984126984127,0.022222222222222223,0.4846560846560847,76,76,6.026315789473684
0,2,25,0,0,0,0,525,2,2,478,4,30,27,69,20,822,0,228,498,80,10.275,31,27,1,2,19,0,3,0,1,0,7,0,6,5,1.2,16.0,164.4,13.333333333333334,2,2,0,14,2,0,47,1,0,1,0.04184100418410042,5.571428571428571,0.032846715328467155,0.3613138686131387,55,63,5.4
0,0,24,0,0,0,0,438,10,3,374,3,21,33,85,31,610,0,87,405,94,6.48936170212766,27,38,4,3,17,0,3,0,2,0,7,2,10,5,2.0,18.8,122.0,9.4,8,1,0,22,1,5,52,3,3,2,0.08288770053475936,10.444444444444445,0.054098360655737705,0.2819672131147541,5,35,5.685714285714286
0,1,83,0,0,0,0,748,19,2,705,3,33,5,185,38,1028,0,95,743,190,5.410526315789474,49,82,10,5,16,1,2,0,0,0,1,2,11,10,1.1,19.0,102.8,17.272727272727273,5,2,0,27,11,0,138,13,0,12,0.05390070921985816,70.25,0.0048638132295719845,0.2723735408560311,4,20,14.9
0,1,27,0,0,0,0,776,33,3,673,4,38,74,109,29,1195,0,310,702,128,9.3359375,53,41,1,6,41,0,2,0,1,0,8,2,5,7,0.7142857142857143,18.285714285714285,170.71428571428572,25.6,2,1,0,17,10,0,61,5,0,13,0.04309063893016345,7.612903225806451,0.06192468619246862,0.3506276150627615,55,62,7.612903225806451
0,2,73,0,0,0,0,890,14,2,838,4,39,6,157,46,1254,0,207,884,179,7.005586592178771,60,70,1,8,18,0,3,0,1,0,3,8,14,8,1.75,22.375,156.75,12.785714285714286,11,1,0,28,12,0,135,11,0,8,0.05489260143198091,6.725806451612903,0.004784688995215311,0.2902711323763955,55,62,6.618181818181818
0,1,51,0,0,0,0,1201,31,2,1053,4,53,101,182,47,1779,5,391,1100,197,9.030456852791879,82,66,1,12,39,2,2,0,1,0,13,0,9,4,2.25,49.25,444.75,21.88888888888889,3,1,0,26,6,4,104,4,1,6,0.0446343779677113,9.753846153846155,0.0567734682405846,0.32490163012928613,67,67,8.626865671641792
0,2,33,0,13,13,0,1577,46,2,1168,9,53,257,214,152,2115,7,317,1320,229,9.235807860262009,108,56,2,11,71,12,1,0,0,0,50,28,5,2,2.5,114.5,1057.5,45.8,5,0,0,68,13,18,85,1,3,4,0.1882683526519143,95.2,0.14105378704720087,0.9686239102662566,10,47,3.8181818181818183
0,1,44,0,1,1,0,953,12,2,808,5,44,60,141,85,1388,0,294,893,168,8.261904761904763,56,66,6,3,31,0,5,0,1,0,18,6,11,5,2.2,33.6,277.6,15.272727272727273,6,2,0,32,7,3,96,2,1,19,0.1051980198019802,7.870967741935484,0.043227665706051875,0.3134005763688761,55,64,7.609375
0,2,14,0,0,0,0,432,0,2,369,4,23,30,88,33,701,0,181,402,63,11.126984126984127,24,20,1,2,16,0,2,0,1,0,7,0,5,4,1.25,15.75,175.25,12.6,3,1,0,22,6,1,36,2,0,1,0.08943089430894309,5.193548387096774,0.042796005706134094,0.38373751783166904,55,62,4.890909090909091
0,2,29,0,0,0,0,617,14,3,522,10,27,19,97,76,923,0,209,598,112,8.241071428571429,38,46,5,1,21,0,2,0,1,0,10,4,11,5,2.2,22.4,184.6,10.181818181818182,5,1,1,25,7,2,62,6,2,10,0.14559386973180077,5.790322580645161,0.020585048754062838,0.3315276273022752,55,62,5.5636363636363635
0,1,107,0,0,0,0,1058,28,2,1009,4,37,9,208,40,1479,0,213,1049,229,6.458515283842795,62,92,1,8,20,1,3,0,1,0,4,4,14,7,2.0,32.714285714285715,211.28571428571428,16.357142857142858,8,2,0,29,7,0,181,7,0,9,0.03964321110009911,7.64516129032258,0.006085192697768763,0.2846517917511832,55,62,7.64516129032258
0,1,28,0,0,0,0,515,8,3,451,8,25,12,74,52,778,0,189,503,88,8.840909090909092,29,31,1,2,11,0,4,0,1,0,5,4,8,6,1.3333333333333333,14.666666666666666,129.66666666666666,11.0,2,3,0,13,3,0,57,4,0,5,0.11529933481152993,5.096774193548387,0.015424164524421594,0.3380462724935733,55,62,4.781818181818182
0,1,49,0,0,0,0,730,7,2,682,4,38,7,168,41,1107,0,209,723,135,8.2,40,45,4,9,18,1,3,0,1,0,4,0,12,12,1.0,11.25,92.25,11.25,6,2,0,19,8,1,89,3,1,4,0.060117302052785926,6.935483870967742,0.006323396567299007,0.3405600722673893,55,62,6.8545454545454545
0,1,53,0,1,1,0,1102,22,2,942,5,47,65,198,95,1642,0,342,1037,224,7.330357142857143,68,102,8,7,41,0,5,0,1,0,19,6,12,4,3.0,56.0,410.5,18.666666666666668,6,2,0,40,8,4,114,2,2,47,0.10084925690021232,9.564516129032258,0.03958587088915956,0.32886723507917176,55,64,9.25
0,2,17,0,0,0,0,385,2,3,359,4,22,6,49,20,600,0,166,379,58,10.344827586206897,20,20,2,0,12,0,2,0,4,0,4,0,7,3,2.3333333333333335,19.333333333333332,200.0,8.285714285714286,5,2,0,13,4,0,41,5,0,1,0.055710306406685235,4.32258064516129,0.01,0.35833333333333334,55,62,3.909090909090909
0,1,15,0,0,0,0,292,0,3,273,4,15,6,33,13,476,0,151,286,41,11.609756097560975,14,14,0,0,13,0,2,0,1,0,3,0,4,2,2.0,20.5,238.0,10.25,1,2,0,7,2,0,27,1,0,1,0.047619047619047616,3.8225806451612905,0.012605042016806723,0.3865546218487395,55,62,3.3454545454545452
0,0,53,0,0,0,0,701,14,3,538,11,29,45,149,118,970,0,120,656,159,6.10062893081761,43,74,2,9,12,0,1,0,0,0,8,6,9,4,2.25,39.75,242.5,17.666666666666668,3,1,1,29,17,2,99,6,1,6,1.1655021834061137,4.428571428571429,0.09348425380805532,1.0422624053826746,5,64,1.828125
0,1,58,0,0,0,0,762,15,2,699,4,31,22,143,41,1116,0,211,740,156,7.153846153846154,43,61,6,10,13,0,4,0,1,0,6,2,9,5,1.8,31.2,223.2,17.333333333333332,5,2,0,31,6,1,106,1,0,11,0.058655221745350504,6.564516129032258,0.01971326164874552,0.3172043010752688,55,62,6.4363636363636365
0,0,45,0,0,0,0,628,8,3,483,12,24,37,107,108,838,0,103,591,119,7.042016806722689,43,41,5,7,12,0,0,0,0,0,7,6,8,3,2.6666666666666665,39.666666666666664,279.3333333333333,14.875,3,1,0,24,9,1,74,3,0,2,1.2005882352941177,4.642857142857143,0.10095880277682942,0.9910094457721635,5,64,1.84375
0,2,45,0,0,0,0,722,4,3,655,4,35,37,112,30,1085,0,251,685,124,8.75,45,45,3,7,19,0,3,0,1,0,11,2,9,6,1.5,20.666666666666668,180.83333333333334,13.777777777777779,3,3,0,20,4,1,74,3,0,3,0.04580152671755725,6.619047619047619,0.034101382488479264,0.3345622119815668,55,63,6.6
0,2,95,0,1,1,0,1419,29,2,1336,4,51,18,268,65,2001,0,314,1401,289,6.923875432525952,101,108,9,7,36,0,2,0,1,0,16,8,18,6,3.0,48.166666666666664,333.5,16.055555555555557,11,2,0,51,7,2,189,5,0,24,0.048652694610778445,10.241935483870968,0.008995502248875561,0.2908545727136432,55,70,9.142857142857144
0,1,37,0,2,2,0,695,4,2,616,4,30,34,110,45,1058,0,253,661,121,8.743801652892563,39,44,2,4,19,0,4,0,1,0,15,4,10,4,2.5,30.25,264.5,12.1,5,2,0,21,5,1,82,4,1,1,0.07305194805194805,6.709677419354838,0.03213610586011342,0.3431001890359168,55,62,6.6
0,1,44,0,1,1,0,701,2,2,637,4,30,32,110,32,1044,0,233,669,121,8.62809917355372,42,42,2,4,18,0,2,0,1,0,7,0,9,4,2.25,30.25,261.0,13.444444444444445,6,1,0,20,4,1,87,2,1,1,0.05023547880690738,6.387096774193548,0.03065134099616858,0.328544061302682,55,62,6.236363636363636
0,1,24,0,0,0,0,548,4,2,497,4,32,18,88,33,849,0,213,530,108,7.861111111111111,34,47,1,0,21,1,2,0,1,0,7,1,6,4,1.5,27.0,212.25,18.0,2,1,0,25,6,2,66,7,0,13,0.06639839034205232,5.634920634920634,0.02120141342756184,0.3545347467608952,55,63,5.472727272727273
0,2,24,0,0,0,0,508,0,3,461,4,29,25,66,22,788,0,214,483,78,10.102564102564102,31,25,1,2,14,0,4,0,1,0,6,2,5,5,1.0,15.6,157.6,15.6,2,2,0,16,2,0,51,2,0,1,0.04772234273318872,5.301587301587301,0.031725888324873094,0.3553299492385787,55,63,5.090909090909091
0,0,11,0,1,1,0,272,6,3,253,2,21,7,31,12,459,0,156,265,42,10.928571428571429,19,12,0,0,8,0,1,0,0,0,3,0,4,5,0.8,8.4,91.8,10.5,1,1,0,8,3,0,24,0,0,0,0.04743083003952569,3.870967741935484,0.015250544662309368,0.4074074074074074,55,62,3.4
0,0,124,0,0,0,0,1140,47,2,1072,4,39,30,275,38,1554,0,139,1110,291,5.34020618556701,73,132,6,7,26,1,0,0,0,0,7,19,14,6,2.3333333333333335,48.5,259.0,20.785714285714285,10,1,0,28,9,2,219,10,0,13,0.03544776119402985,207.0,0.019305019305019305,0.26640926640926643,4,20,21.4
0,1,158,0,0,0,0,1589,37,2,1490,4,48,15,365,84,2219,0,265,1574,333,6.663663663663663,99,131,6,18,37,1,4,0,1,0,2,5,24,6,4.0,55.5,369.8333333333333,13.875,21,0,0,41,15,2,255,12,0,3,0.056375838926174496,11.016129032258066,0.0067598017124831005,0.28391167192429023,55,62,11.016129032258066
0,0,24,0,0,0,0,356,3,2,338,2,22,3,44,15,554,0,154,353,57,9.719298245614034,25,17,0,2,9,0,0,0,0,0,2,0,4,5,0.8,11.4,110.8,14.25,1,0,0,11,1,0,41,0,0,2,0.04437869822485207,4.048387096774193,0.005415162454873646,0.3574007220216607,55,62,3.6
0,1,41,0,0,0,0,594,4,3,530,4,34,15,93,49,890,2,201,579,111,8.018018018018019,42,42,2,4,25,0,1,0,0,0,5,2,7,7,1.0,15.857142857142858,127.14285714285714,15.857142857142858,4,1,1,20,5,1,74,4,0,4,0.09245283018867924,5.629032258064516,0.016853932584269662,0.3325842696629214,55,62,5.381818181818182
0,0,52,0,0,0,0,1480,53,2,1366,6,84,39,175,75,2093,0,438,1441,215,9.734883720930233,107,74,2,11,40,0,1,0,0,0,10,1,7,10,0.7,21.5,209.3,30.714285714285715,5,1,0,57,11,4,149,5,0,2,0.05490483162518302,10.741935483870968,0.018633540372670808,0.2928810320114668,55,62,10.741935483870968
0,1,58,0,0,0,0,902,24,2,768,4,41,39,175,95,1324,0,247,863,195,6.78974358974359,64,86,4,8,19,0,1,0,0,0,12,6,6,5,1.2,39.0,264.8,32.5,3,0,2,42,10,2,121,4,0,26,0.12369791666666667,7.661290322580645,0.02945619335347432,0.3187311178247734,55,62,7.661290322580645
0,0,17,0,0,0,0,349,0,3,324,3,21,3,44,22,580,0,187,346,55,10.545454545454545,24,20,1,3,12,0,0,0,0,0,1,0,5,2,2.5,27.5,290.0,11.0,3,0,0,15,3,0,37,1,0,0,0.06790123456790123,4.580645161290322,0.005172413793103448,0.39827586206896554,55,62,4.2
0,0,66,0,1,1,0,900,20,2,801,4,49,43,143,56,1362,0,319,857,169,8.059171597633137,61,65,3,5,13,2,3,0,0,0,9,4,8,11,0.7272727272727273,15.363636363636363,123.81818181818181,21.125,8,0,0,32,8,2,118,6,1,4,0.06991260923845194,8.306451612903226,0.0315712187958884,0.3392070484581498,55,62,8.306451612903226
0,1,101,0,3,3,0,1337,20,2,1227,3,64,44,248,66,1971,0,386,1293,257,7.669260700389105,87,98,0,16,28,1,2,0,1,0,16,1,7,6,1.1666666666666667,42.833333333333336,328.5,36.714285714285715,2,0,0,32,9,4,169,5,1,6,0.05378973105134474,11.080645161290324,0.022323693556570268,0.32166412988330795,55,70,9.057142857142857
0,0,45,0,0,0,0,645,2,2,620,2,31,0,93,25,914,0,176,645,112,8.160714285714286,39,33,1,1,14,0,1,0,1,0,3,0,9,5,1.8,22.4,182.8,12.444444444444445,5,1,0,19,2,0,84,4,0,1,0.04032258064516129,5.193548387096774,0.0,0.29431072210065645,55,62,4.890909090909091
0,0,88,0,0,0,0,1117,26,2,1076,1,36,22,210,19,1546,0,219,1095,233,6.635193133047211,72,81,6,8,20,1,0,0,0,0,6,4,12,5,2.4,46.6,309.2,19.416666666666668,8,1,0,17,3,3,175,12,2,6,0.017657992565055763,7.774193548387096,0.014230271668822769,0.27749029754204396,55,62,7.774193548387096
0,0,54,0,0,0,0,1444,82,2,1304,4,78,45,159,95,2160,0,557,1399,210,10.285714285714286,94,50,0,9,50,1,1,0,2,0,22,2,16,15,1.0666666666666667,14.0,144.0,13.125,13,3,0,61,13,3,121,3,1,0,0.07285276073619631,12.403225806451614,0.020833333333333332,0.3314814814814815,55,62,12.403225806451614
0,6,165,0,43,43,0,2088,58,2,1760,6,91,218,397,110,2804,0,319,1870,460,6.095652173913043,132,197,12,8,40,2,0,0,4,0,38,12,21,9,2.3333333333333335,51.111111111111114,311.55555555555554,21.904761904761905,19,0,0,65,32,2,319,30,0,34,0.125,47.0,0.15509817693223807,1.021121527671746,7,47,8.297872340425531
0,1,166,0,0,0,0,1591,47,3,1426,11,54,48,317,117,2106,0,198,1543,353,5.9660056657223794,103,126,19,22,27,1,3,0,0,0,10,11,17,9,1.8888888888888888,39.22222222222222,234.0,20.764705882352942,12,0,0,35,11,3,245,9,0,9,1.154541910331384,4.5,0.08604129098737717,0.9575129724358739,5,64,1.84375
0,1,90,0,0,0,0,1033,16,3,988,4,49,10,181,35,1469,0,255,1023,212,6.929245283018868,66,66,8,4,22,0,6,0,0,0,10,0,13,9,1.4444444444444444,23.555555555555557,163.22222222222223,16.307692307692307,9,1,0,26,4,2,142,4,0,20,0.0354251012145749,7.887096774193548,0.0068073519400953025,0.2968005445881552,55,62,7.887096774193548
0,0,18,0,0,0,0,489,2,2,459,1,30,14,76,16,770,1,204,475,87,8.850574712643677,34,32,2,1,11,0,2,0,3,0,4,2,8,6,1.3333333333333333,14.5,128.33333333333334,10.875,3,1,2,13,0,2,47,1,0,8,0.034858387799564274,5.387096774193548,0.01818181818181818,0.36493506493506495,55,62,5.109090909090909
0,0,91,0,0,0,0,924,26,2,863,4,44,20,174,41,1308,0,210,904,201,6.507462686567164,64,92,1,5,15,0,2,0,0,0,3,10,11,8,1.375,25.125,163.5,18.272727272727273,7,2,0,29,13,8,161,14,0,0,0.047508690614136734,7.048387096774193,0.01529051987767584,0.29357798165137616,55,62,6.9818181818181815
0,1,172,0,0,0,0,1835,56,3,1608,15,53,55,425,172,2443,0,183,1780,391,6.248081841432225,127,163,5,23,34,0,2,0,0,0,8,6,17,7,2.4285714285714284,55.857142857142854,349.0,23.0,13,0,0,54,26,6,305,11,0,7,1.3346065699006875,4.714285714285714,0.10203683775479967,0.98979631622452,5,64,1.875
0,0,20,0,0,0,0,859,46,3,476,14,41,251,254,132,1261,0,148,608,242,5.210743801652892,48,157,1,7,30,1,3,0,0,0,13,2,7,9,0.7777777777777778,26.88888888888889,140.11111111111111,34.57142857142857,4,0,1,30,16,74,68,7,2,7,1.2321713374344951,4.642857142857143,0.2873269997654234,1.1552561911464094,5,64,1.859375
0,0,34,0,0,0,0,549,6,3,514,1,26,14,134,21,851,0,168,535,102,8.343137254901961,38,37,0,2,10,0,2,0,0,0,5,0,6,3,2.0,34.0,283.6666666666667,17.0,3,1,0,19,1,1,77,3,0,5,0.04085603112840467,5.725806451612903,0.01645123384253819,0.35487661574618096,55,62,5.490909090909091
0,0,79,0,0,0,0,946,28,3,786,12,34,34,184,126,1281,0,151,912,203,6.310344827586207,56,80,7,9,20,2,2,0,0,0,7,7,15,7,2.142857142857143,29.0,183.0,13.533333333333333,6,3,0,32,13,1,132,5,0,9,1.3179552841524673,4.571428571428571,0.08612471647874823,1.0079796850859604,5,64,1.828125
0,0,15,0,0,0,0,314,2,4,304,1,20,0,39,10,500,0,147,314,48,10.416666666666666,19,15,0,0,9,0,1,0,0,0,3,0,5,4,1.25,12.0,125.0,9.6,2,1,0,8,2,0,35,2,0,1,0.03289473684210526,3.8095238095238098,0.0,0.372,55,63,3.381818181818182
0,0,35,0,0,0,0,546,6,2,511,1,29,12,93,23,827,0,188,534,109,7.587155963302752,34,45,2,3,14,0,2,0,0,0,5,0,6,4,1.5,27.25,206.75,18.166666666666668,3,1,0,20,2,3,74,3,0,4,0.04500978473581213,5.387096774193548,0.014510278113663845,0.33978234582829503,55,62,5.109090909090909
0,1,30,0,0,0,0,517,8,3,463,4,27,26,73,28,763,0,173,491,87,8.770114942528735,35,34,2,2,11,0,1,0,0,0,9,0,6,4,1.5,21.75,190.75,14.5,4,1,0,16,2,4,60,0,2,0,0.06047516198704104,4.82258064516129,0.03407601572739188,0.3224115334207077,55,62,4.472727272727273
0,0,52,0,0,0,0,698,7,2,666,1,31,14,128,18,1038,1,211,684,141,7.361702127659575,46,49,4,3,12,0,0,0,3,0,4,4,8,6,1.3333333333333333,23.5,173.0,17.625,3,1,2,15,0,2,97,3,0,8,0.02702702702702703,6.253968253968254,0.01348747591522158,0.32755298651252407,55,63,6.181818181818182
0,1,44,0,0,0,0,681,15,3,607,4,33,33,119,41,993,0,193,648,132,7.5227272727272725,45,52,2,4,11,0,1,0,0,0,10,2,7,6,1.1666666666666667,22.0,165.5,18.857142857142858,3,2,0,23,3,6,88,0,3,7,0.06754530477759473,5.887096774193548,0.03323262839879154,0.31419939577039274,55,62,5.672727272727273
0,0,57,0,0,0,0,662,11,2,628,5,34,6,117,28,976,1,196,656,142,6.873239436619718,43,49,3,3,12,0,0,0,0,0,5,2,6,3,2.0,47.333333333333336,325.3333333333333,23.666666666666668,2,1,0,17,3,2,100,3,0,9,0.044585987261146494,5.841269841269841,0.006147540983606557,0.32172131147540983,55,63,5.709090909090909
0,0,12,0,0,0,0,297,0,4,288,1,16,0,33,9,472,0,142,297,44,10.727272727272727,21,13,0,0,8,0,1,0,0,0,3,0,4,2,2.0,22.0,236.0,11.0,2,1,0,7,1,0,32,2,0,0,0.03125,3.9642857142857144,0.0,0.3707627118644068,55,56,3.1818181818181817
0,1,24,0,0,0,0,667,8,2,558,3,34,57,93,52,989,0,229,610,113,8.752212389380531,49,41,3,4,19,0,1,0,1,0,9,0,11,7,1.5714285714285714,16.142857142857142,141.28571428571428,10.272727272727273,8,0,0,35,12,1,72,6,0,2,0.0931899641577061,6.048387096774193,0.057633973710819006,0.32558139534883723,55,62,5.8545454545454545
