Class,Year,Month,Day,Hour,Minute,Second,From Google?,From AOL?,From Gov?,From MIL?,From Yahoo,From example?,To hotmail?,To aol?,To MSN?,To localhost?,To yahoo?,To example?,To google?,To gov?,To mil?,Count of TO Mails,Reply to Google,Reply to Hotmail,Reply to MIL,Reply to Yahoo,Reply to AOL,Reply to Gov,X-Mailman Server,Is Text?,Is Multipart/Mixed?,Is Multipart/Alternative?
Ham,2002,9,2,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,9,2,11,35,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Internet Mail Service (5.5.2655.55),1,0,0
Ham,2002,9,2,11,45,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,9,2,11,46,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"Microsoft Outlook IMO, Build 9.0.2416 (9.0.2911.0)",1,0,0
Ham,2002,9,2,11,48,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"Microsoft Outlook IMO, Build 9.0.2416 (9.0.2911.0)",1,0,0
Ham,2002,9,2,11,57,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,9,2,12,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,9,2,12,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,9,2,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,QUALCOMM Windows Eudora Version 5.1,1,0,0
Ham,2002,9,2,7,50,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,9,2,13,7,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,9,2,15,46,58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Internet Mail Service (5.5.2655.55),1,0,0
Ham,2002,9,2,15,58,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,,1,0,0
Ham,2002,9,2,10,18,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,9,2,10,25,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Apple Mail (2.482),1,0,0
Ham,2002,9,2,20,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,VM 7.07 under Emacs 21.2.1,1,0,0
Ham,2002,10,7,9,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,1,0,0
Ham,2002,10,7,10,24,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,,1,0,0
Ham,2002,10,7,9,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,10,7,10,34,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,10,7,9,43,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SquirrelMail (version 1.2.5),1,0,0
Ham,2002,10,7,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ximian Evolution 1.0.8,1,0,0
Ham,2002,10,7,10,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Ximian Evolution 1.0.8,1,0,0
Ham,2002,10,7,10,35,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SquirrelMail (version 1.2.8),1,0,0
Ham,2002,10,7,10,37,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,10,7,10,41,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Microsoft Outlook Express 5.50.4807.1700,1,0,0
Ham,2002,10,7,11,32,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,,1,0,0
Ham,2002,10,7,12,51,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,1,0,0
Ham,2002,10,7,6,54,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Microsoft Outlook Express 6.00.2600.0000,1,0,0
Ham,2002,10,7,7,0,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Microsoft Outlook Express 6.00.2600.0000,1,0,0
Ham,2002,10,7,13,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,Microsoft Outlook Express Macintosh Edition - 4.5 (0410),1,0,0
Ham,2002,10,7,7,1,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Microsoft Outlook Express 6.00.2600.0000,1,0,0
Ham,2002,10,7,13,22,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,Microsoft Outlook Express Macintosh Edition - 4.5 (0410),1,0,0
Ham,2002,10,7,16,55,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Microsoft Outlook Express Macintosh Edition - 4.5 (0410),1,0,0
Ham,2002,10,7,17,13,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Microsoft Outlook Express Macintosh Edition - 4.5 (0410),1,0,0
Ham,2002,10,7,16,42,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,1,0,0
Ham,2002,10,7,22,46,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Microsoft Outlook Express 6.00.2600.0000,1,0,0
Ham,2002,10,8,0,57,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ximian Evolution 1.0.8 (1.0.8-10),1,0,0
Ham,2002,10,7,21,59,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Yahoo Groups Message Poster,1,0,0
Ham,2002,10,7,15,22,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,QUALCOMM Windows Eudora Version 5.1.1,1,0,0
Ham,2002,10,7,22,29,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Yahoo Groups Message Poster,1,0,0
Ham,2002,10,7,23,41,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Microsoft Outlook Express Macintosh Edition - 4.5 (0410),1,0,0
Ham,2002,10,7,21,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"Microsoft Outlook IMO, Build 9.0.2416 (9.0.2911.0)",1,0,0
Ham,2002,10,8,2,0,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,10,8,2,0,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,10,7,22,23,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,1,0,0
Ham,2002,10,7,22,47,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,1,0,0
Ham,2002,10,7,22,55,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,1,0,0
Ham,2002,10,7,23,11,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,1,0,0
Ham,2002,10,7,23,11,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,1,0,0
Ham,2002,10,8,9,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,9,37,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sylpheed version 0.8.3claws (GTK+ 1.2.10; i386-redhat-linux),1,0,0
Ham,2002,10,8,9,43,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sylpheed version 0.8.3claws (GTK+ 1.2.10; i386-redhat-linux),1,0,0
Ham,2002,10,8,8,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,8,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
